,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner
14694,8,2011-10-01,Bayer 04 Leverkusen,3-1,VfL Wolfsburg,3,1,0
14695,8,2011-10-01,SC Freiburg,1-0,Bor. Mönchengladbach,1,0,0
14696,8,2011-10-01,TSG 1899 Hoffenheim,0-0,Bayern München,0,0,1
14697,8,2011-10-01,Hertha BSC,3-0,1. FC Köln,3,0,0
14698,8,2011-10-01,1. FC Nürnberg,3-3,1. FSV Mainz 05,3,3,1
14699,8,2011-10-01,Borussia Dortmund,4-0,FC Augsburg,4,0,0
14700,8,2011-10-02,Hannover 96,3-2,Werder Bremen,3,2,0
14701,8,2011-10-02,Hamburger SV,1-2,FC Schalke 04,1,2,2
14702,9,2011-10-14,Werder Bremen,0-2,Borussia Dortmund,0,2,2
14703,9,2011-10-15,1. FSV Mainz 05,0-1,FC Augsburg,0,1,2
14704,9,2011-10-15,Bayern München,4-0,Hertha BSC,4,0,0
14705,9,2011-10-15,VfB Stuttgart,2-0,TSG 1899 Hoffenheim,2,0,0
14706,9,2011-10-15,Bor. Mönchengladbach,2-2,Bayer 04 Leverkusen,2,2,1
14707,9,2011-10-15,VfL Wolfsburg,2-1,1. FC Nürnberg,2,1,0
14708,9,2011-10-15,FC Schalke 04,1-2,1. FC Kaiserslautern,1,2,2
14709,9,2011-10-16,SC Freiburg,1-2,Hamburger SV,1,2,2
14710,9,2011-10-16,1. FC Köln,2-0,Hannover 96,2,0,0
14711,10,2011-10-21,FC Augsburg,1-1,Werder Bremen,1,1,1
14712,10,2011-10-22,TSG 1899 Hoffenheim,1-0,Bor. Mönchengladbach,1,0,0
14713,10,2011-10-22,Hamburger SV,1-1,VfL Wolfsburg,1,1,1
14714,10,2011-10-22,Borussia Dortmund,5-0,1. FC Köln,5,0,0
14715,10,2011-10-22,Hertha BSC,0-0,1. FSV Mainz 05,0,0,1
14716,10,2011-10-22,1. FC Nürnberg,2-2,VfB Stuttgart,2,2,1
14717,10,2011-10-22,1. FC Kaiserslautern,1-0,SC Freiburg,1,0,0
14718,10,2011-10-23,Hannover 96,2-1,Bayern München,2,1,0
14719,10,2011-10-23,Bayer 04 Leverkusen,0-1,FC Schalke 04,0,1,2
14720,11,2011-10-28,SC Freiburg,0-1,Bayer 04 Leverkusen,0,1,2
14721,11,2011-10-29,VfL Wolfsburg,2-3,Hertha BSC,2,3,2
14722,11,2011-10-29,Bayern München,4-0,1. FC Nürnberg,4,0,0
14723,11,2011-10-29,Bor. Mönchengladbach,2-1,Hannover 96,2,1,0
14724,11,2011-10-29,VfB Stuttgart,1-1,Borussia Dortmund,1,1,1
14725,11,2011-10-29,1. FSV Mainz 05,1-3,Werder Bremen,1,3,2
14726,11,2011-10-29,FC Schalke 04,3-1,TSG 1899 Hoffenheim,3,1,0
14727,11,2011-10-30,1. FC Köln,3-0,FC Augsburg,3,0,0
14728,11,2011-10-30,Hamburger SV,1-1,1. FC Kaiserslautern,1,1,1
14729,12,2011-11-04,1. FSV Mainz 05,3-1,VfB Stuttgart,3,1,0
14730,12,2011-11-05,Borussia Dortmund,5-1,VfL Wolfsburg,5,1,0
14731,12,2011-11-05,Bayer 04 Leverkusen,2-2,Hamburger SV,2,2,1
14732,12,2011-11-05,Werder Bremen,3-2,1. FC Köln,3,2,0
14733,12,2011-11-05,Hertha BSC,1-2,Bor. Mönchengladbach,1,2,2
14734,12,2011-11-05,1. FC Nürnberg,1-2,SC Freiburg,1,2,2
14735,12,2011-11-05,TSG 1899 Hoffenheim,1-1,1. FC Kaiserslautern,1,1,1
14736,12,2011-11-06,FC Augsburg,1-2,Bayern München,1,2,2
14737,12,2011-11-06,Hannover 96,2-2,FC Schalke 04,2,2,1
14738,13,2011-11-18,1. FC Kaiserslautern,0-2,Bayer 04 Leverkusen,0,2,2
14739,13,2011-11-19,Bayern München,0-1,Borussia Dortmund,0,1,2
14740,13,2011-11-19,Bor. Mönchengladbach,5-0,Werder Bremen,5,0,0
14741,13,2011-11-19,SC Freiburg,2-2,Hertha BSC,2,2,1
14742,13,2011-11-19,FC Schalke 04,4-0,1. FC Nürnberg,4,0,0
14743,13,2011-11-19,VfL Wolfsburg,4-1,Hannover 96,4,1,0
14744,13,2011-11-20,Hamburger SV,2-0,TSG 1899 Hoffenheim,2,0,0
14745,13,2011-11-20,VfB Stuttgart,2-1,FC Augsburg,2,1,0
14746,14,2011-11-25,1. FC Köln,0-3,Bor. Mönchengladbach,0,3,2
14747,14,2011-11-26,1. FC Nürnberg,1-0,1. FC Kaiserslautern,1,0,0
14748,14,2011-11-26,Borussia Dortmund,2-0,FC Schalke 04,2,0,0
14749,14,2011-11-26,FC Augsburg,2-0,VfL Wolfsburg,2,0,0
14750,14,2011-11-26,Hertha BSC,3-3,Bayer 04 Leverkusen,3,3,1
14751,14,2011-11-26,Hannover 96,1-1,Hamburger SV,1,1,1
14752,14,2011-11-26,TSG 1899 Hoffenheim,1-1,SC Freiburg,1,1,1
14753,14,2011-11-27,1. FSV Mainz 05,3-2,Bayern München,3,2,0
14754,14,2011-11-27,Werder Bremen,2-0,VfB Stuttgart,2,0,0
14755,15,2011-12-02,Bayer 04 Leverkusen,2-0,TSG 1899 Hoffenheim,2,0,0
14756,15,2011-12-03,VfB Stuttgart,2-2,1. FC Köln,2,2,1
14757,15,2011-12-03,SC Freiburg,1-1,Hannover 96,1,1,1
14758,15,2011-12-03,1. FC Kaiserslautern,1-1,Hertha BSC,1,1,1
14759,15,2011-12-03,VfL Wolfsburg,2-2,1. FSV Mainz 05,2,2,1
14760,15,2011-12-03,Bor. Mönchengladbach,1-1,Borussia Dortmund,1,1,1
14761,15,2011-12-03,Bayern München,4-1,Werder Bremen,4,1,0
14762,15,2011-12-04,Hamburger SV,2-0,1. FC Nürnberg,2,0,0
14763,15,2011-12-04,FC Schalke 04,3-1,FC Augsburg,3,1,0
14764,16,2011-12-09,Hertha BSC,1-2,FC Schalke 04,1,2,2
14765,16,2011-12-10,Werder Bremen,4-1,VfL Wolfsburg,4,1,0
14766,16,2011-12-10,Hannover 96,0-0,Bayer 04 Leverkusen,0,0,1
14767,16,2011-12-10,1. FC Nürnberg,0-2,TSG 1899 Hoffenheim,0,2,2
14768,16,2011-12-10,FC Augsburg,1-0,Bor. Mönchengladbach,1,0,0
14769,16,2011-12-10,1. FSV Mainz 05,0-0,Hamburger SV,0,0,1
14770,16,2011-12-10,1. FC Köln,4-0,SC Freiburg,4,0,0
14771,16,2011-12-11,VfB Stuttgart,1-2,Bayern München,1,2,2
14772,16,2011-12-11,Borussia Dortmund,1-1,1. FC Kaiserslautern,1,1,1
14773,13,2011-12-13,1. FC Köln,1-1,1. FSV Mainz 05,1,1,1
14774,17,2011-12-16,Bayern München,3-0,1. FC Köln,3,0,0
14775,17,2011-12-17,SC Freiburg,1-4,Borussia Dortmund,1,4,2
14776,17,2011-12-17,TSG 1899 Hoffenheim,1-1,Hertha BSC,1,1,1
14777,17,2011-12-17,VfL Wolfsburg,1-0,VfB Stuttgart,1,0,0
14778,17,2011-12-17,Hamburger SV,1-1,FC Augsburg,1,1,1
14779,17,2011-12-17,FC Schalke 04,5-0,Werder Bremen,5,0,0
14780,17,2011-12-17,Bayer 04 Leverkusen,0-3,1. FC Nürnberg,0,3,2
14781,17,2011-12-18,Bor. Mönchengladbach,1-0,1. FSV Mainz 05,1,0,0
14782,17,2011-12-18,1. FC Kaiserslautern,1-1,Hannover 96,1,1,1
14783,18,2012-01-20,Bor. Mönchengladbach,3-1,Bayern München,3,1,0
14784,18,2012-01-21,SC Freiburg,1-0,FC Augsburg,1,0,0
14785,18,2012-01-21,VfL Wolfsburg,1-0,1. FC Köln,1,0,0
14786,18,2012-01-21,FC Schalke 04,3-1,VfB Stuttgart,3,1,0
14787,18,2012-01-21,TSG 1899 Hoffenheim,0-0,Hannover 96,0,0,1
14788,18,2012-01-21,1. FC Kaiserslautern,0-0,Werder Bremen,0,0,1
14789,18,2012-01-21,1. FC Nürnberg,2-0,Hertha BSC,2,0,0
14790,18,2012-01-22,Bayer 04 Leverkusen,3-2,1. FSV Mainz 05,3,2,0
14791,18,2012-01-22,Hamburger SV,1-5,Borussia Dortmund,1,5,2
14792,19,2012-01-27,Hannover 96,1-0,1. FC Nürnberg,1,0,0
14793,19,2012-01-28,Hertha BSC,1-2,Hamburger SV,1,2,2
14794,19,2012-01-28,Borussia Dortmund,3-1,TSG 1899 Hoffenheim,3,1,0
14795,19,2012-01-28,Werder Bremen,1-1,Bayer 04 Leverkusen,1,1,1
14796,19,2012-01-28,1. FC Köln,1-4,FC Schalke 04,1,4,2
14797,19,2012-01-28,FC Augsburg,2-2,1. FC Kaiserslautern,2,2,1
14798,19,2012-01-28,Bayern München,2-0,VfL Wolfsburg,2,0,0
14799,19,2012-01-29,VfB Stuttgart,0-3,Bor. Mönchengladbach,0,3,2
14800,19,2012-01-29,1. FSV Mainz 05,3-1,SC Freiburg,3,1,0
14801,20,2012-02-03,1. FC Nürnberg,0-2,Borussia Dortmund,0,2,2
14802,20,2012-02-04,FC Schalke 04,1-1,1. FSV Mainz 05,1,1,1
14803,20,2012-02-04,Hamburger SV,1-1,Bayern München,1,1,1
14804,20,2012-02-04,VfL Wolfsburg,0-0,Bor. Mönchengladbach,0,0,1
14805,20,2012-02-04,TSG 1899 Hoffenheim,2-2,FC Augsburg,2,2,1
14806,20,2012-02-04,Bayer 04 Leverkusen,2-2,VfB Stuttgart,2,2,1
14807,20,2012-02-04,Hertha BSC,0-1,Hannover 96,0,1,2
14808,20,2012-02-05,1. FC Kaiserslautern,0-1,1. FC Köln,0,1,2
14809,20,2012-02-05,SC Freiburg,2-2,Werder Bremen,2,2,1
14810,21,2012-02-10,VfL Wolfsburg,3-2,SC Freiburg,3,2,0
14811,21,2012-02-11,1. FSV Mainz 05,1-1,Hannover 96,1,1,1
14812,21,2012-02-11,Bayern München,2-0,1. FC Kaiserslautern,2,0,0
14813,21,2012-02-11,VfB Stuttgart,5-0,Hertha BSC,5,0,0
14814,21,2012-02-11,Werder Bremen,1-1,TSG 1899 Hoffenheim,1,1,1
14815,21,2012-02-11,Borussia Dortmund,1-0,Bayer 04 Leverkusen,1,0,0
14816,21,2012-02-11,Bor. Mönchengladbach,3-0,FC Schalke 04,3,0,0
14817,21,2012-02-12,1. FC Köln,0-1,Hamburger SV,0,1,2
14818,21,2012-02-12,FC Augsburg,0-0,1. FC Nürnberg,0,0,1
14819,22,2012-02-17,TSG 1899 Hoffenheim,1-1,1. FSV Mainz 05,1,1,1
14820,22,2012-02-18,Hamburger SV,1-3,Werder Bremen,1,3,2
14821,22,2012-02-18,1. FC Nürnberg,2-1,1. FC Köln,2,1,0
14822,22,2012-02-18,Bayer 04 Leverkusen,4-1,FC Augsburg,4,1,0
14823,22,2012-02-18,SC Freiburg,0-0,Bayern München,0,0,1
14824,22,2012-02-18,1. FC Kaiserslautern,1-2,Bor. Mönchengladbach,1,2,2
14825,22,2012-02-18,Hertha BSC,0-1,Borussia Dortmund,0,1,2
14826,22,2012-02-19,FC Schalke 04,4-0,VfL Wolfsburg,4,0,0
14827,22,2012-02-19,Hannover 96,4-2,VfB Stuttgart,4,2,0
14828,23,2012-02-24,Bor. Mönchengladbach,1-1,Hamburger SV,1,1,1
14829,23,2012-02-25,Werder Bremen,0-1,1. FC Nürnberg,0,1,2
14830,23,2012-02-25,1. FSV Mainz 05,4-0,1. FC Kaiserslautern,4,0,0
14831,23,2012-02-25,1. FC Köln,0-2,Bayer 04 Leverkusen,0,2,2
14832,23,2012-02-25,VfB Stuttgart,4-1,SC Freiburg,4,1,0
14833,23,2012-02-25,FC Augsburg,3-0,Hertha BSC,3,0,0
14834,23,2012-02-25,VfL Wolfsburg,1-2,TSG 1899 Hoffenheim,1,2,2
14835,23,2012-02-26,Bayern München,2-0,FC Schalke 04,2,0,0
14836,23,2012-02-26,Borussia Dortmund,3-1,Hannover 96,3,1,0
14837,24,2012-03-03,Bayer 04 Leverkusen,2-0,Bayern München,2,0,0
14838,24,2012-03-03,1. FC Kaiserslautern,0-0,VfL Wolfsburg,0,0,1
14839,24,2012-03-03,Borussia Dortmund,2-1,1. FSV Mainz 05,2,1,0
14840,24,2012-03-03,Hertha BSC,1-0,Werder Bremen,1,0,0
14841,24,2012-03-03,Hamburger SV,0-4,VfB Stuttgart,0,4,2
14842,24,2012-03-03,SC Freiburg,2-1,FC Schalke 04,2,1,0
14843,24,2012-03-03,Hannover 96,2-2,FC Augsburg,2,2,1
14844,24,2012-03-04,1. FC Nürnberg,1-0,Bor. Mönchengladbach,1,0,0
14845,24,2012-03-04,TSG 1899 Hoffenheim,1-1,1. FC Köln,1,1,1
14846,25,2012-03-09,VfB Stuttgart,0-0,1. FC Kaiserslautern,0,0,1
14847,25,2012-03-10,1. FSV Mainz 05,2-1,1. FC Nürnberg,2,1,0
14848,25,2012-03-10,1. FC Köln,1-0,Hertha BSC,1,0,0
14849,25,2012-03-10,Bayern München,7-1,TSG 1899 Hoffenheim,7,1,0
14850,25,2012-03-10,VfL Wolfsburg,3-2,Bayer 04 Leverkusen,3,2,0
14851,25,2012-03-10,Bor. Mönchengladbach,0-0,SC Freiburg,0,0,1
14852,25,2012-03-10,FC Augsburg,0-0,Borussia Dortmund,0,0,1
14853,25,2012-03-11,Werder Bremen,3-0,Hannover 96,3,0,0
14854,25,2012-03-11,FC Schalke 04,3-1,Hamburger SV,3,1,0
14855,26,2012-03-16,TSG 1899 Hoffenheim,1-2,VfB Stuttgart,1,2,2
14856,26,2012-03-17,Hertha BSC,0-6,Bayern München,0,6,2
14857,26,2012-03-17,1. FC Nürnberg,1-3,VfL Wolfsburg,1,3,2
14858,26,2012-03-17,Hamburger SV,1-3,SC Freiburg,1,3,2
14859,26,2012-03-17,FC Augsburg,2-1,1. FSV Mainz 05,2,1,0
14860,26,2012-03-17,Borussia Dortmund,1-0,Werder Bremen,1,0,0
14861,26,2012-03-17,Bayer 04 Leverkusen,1-2,Bor. Mönchengladbach,1,2,2
14862,26,2012-03-18,1. FC Kaiserslautern,1-4,FC Schalke 04,1,4,2
14863,26,2012-03-18,Hannover 96,4-1,1. FC Köln,4,1,0
14864,27,2012-03-23,VfL Wolfsburg,2-1,Hamburger SV,2,1,0
14865,27,2012-03-24,SC Freiburg,2-0,1. FC Kaiserslautern,2,0,0
14866,27,2012-03-24,Bayern München,2-1,Hannover 96,2,1,0
14867,27,2012-03-24,Bor. Mönchengladbach,1-2,TSG 1899 Hoffenheim,1,2,2
14868,27,2012-03-24,1. FSV Mainz 05,1-3,Hertha BSC,1,3,2
14869,27,2012-03-24,Werder Bremen,1-1,FC Augsburg,1,1,1
14870,27,2012-03-24,FC Schalke 04,2-0,Bayer 04 Leverkusen,2,0,0
14871,27,2012-03-25,VfB Stuttgart,1-0,1. FC Nürnberg,1,0,0
14872,27,2012-03-25,1. FC Köln,1-6,Borussia Dortmund,1,6,2
14873,28,2012-03-30,Borussia Dortmund,4-4,VfB Stuttgart,4,4,1
14874,28,2012-03-31,FC Augsburg,2-1,1. FC Köln,2,1,0
14875,28,2012-03-31,1. FC Kaiserslautern,0-1,Hamburger SV,0,1,2
14876,28,2012-03-31,Werder Bremen,0-3,1. FSV Mainz 05,0,3,2
14877,28,2012-03-31,Bayer 04 Leverkusen,0-2,SC Freiburg,0,2,2
14878,28,2012-03-31,Hertha BSC,1-4,VfL Wolfsburg,1,4,2
14879,28,2012-03-31,1. FC Nürnberg,0-1,Bayern München,0,1,2
14880,28,2012-04-01,TSG 1899 Hoffenheim,1-1,FC Schalke 04,1,1,1
14881,28,2012-04-01,Hannover 96,2-1,Bor. Mönchengladbach,2,1,0
14882,29,2012-04-07,Bayern München,2-1,FC Augsburg,2,1,0
14883,29,2012-04-07,1. FC Köln,1-1,Werder Bremen,1,1,1
14884,29,2012-04-07,1. FC Kaiserslautern,1-2,TSG 1899 Hoffenheim,1,2,2
14885,29,2012-04-07,VfL Wolfsburg,1-3,Borussia Dortmund,1,3,2
14886,29,2012-04-07,SC Freiburg,2-2,1. FC Nürnberg,2,2,1
14887,29,2012-04-07,VfB Stuttgart,4-1,1. FSV Mainz 05,4,1,0
14888,29,2012-04-07,Bor. Mönchengladbach,0-0,Hertha BSC,0,0,1
14889,29,2012-04-08,FC Schalke 04,3-0,Hannover 96,3,0,0
14890,29,2012-04-08,Hamburger SV,1-1,Bayer 04 Leverkusen,1,1,1
14891,30,2012-04-10,1. FSV Mainz 05,4-0,1. FC Köln,4,0,0
14892,30,2012-04-10,FC Augsburg,1-3,VfB Stuttgart,1,3,2
14893,30,2012-04-10,Werder Bremen,2-2,Bor. Mönchengladbach,2,2,1
14894,30,2012-04-10,Hertha BSC,1-2,SC Freiburg,1,2,2
14895,30,2012-04-11,1. FC Nürnberg,4-1,FC Schalke 04,4,1,0
14896,30,2012-04-11,TSG 1899 Hoffenheim,4-0,Hamburger SV,4,0,0
14897,30,2012-04-11,Hannover 96,2-0,VfL Wolfsburg,2,0,0
14898,30,2012-04-11,Bayer 04 Leverkusen,3-1,1. FC Kaiserslautern,3,1,0
14899,30,2012-04-11,Borussia Dortmund,1-0,Bayern München,1,0,0
14900,31,2012-04-13,VfB Stuttgart,4-1,Werder Bremen,4,1,0
14901,31,2012-04-14,Hamburger SV,1-0,Hannover 96,1,0,0
14902,31,2012-04-14,Bayer 04 Leverkusen,3-3,Hertha BSC,3,3,1
14903,31,2012-04-14,VfL Wolfsburg,1-2,FC Augsburg,1,2,2
14904,31,2012-04-14,1. FC Kaiserslautern,0-2,1. FC Nürnberg,0,2,2
14905,31,2012-04-14,FC Schalke 04,1-2,Borussia Dortmund,1,2,2
14906,31,2012-04-14,Bayern München,0-0,1. FSV Mainz 05,0,0,1
14907,31,2012-04-15,SC Freiburg,0-0,TSG 1899 Hoffenheim,0,0,1
14908,31,2012-04-15,Bor. Mönchengladbach,3-0,1. FC Köln,3,0,0
14909,32,2012-04-20,1. FSV Mainz 05,0-0,VfL Wolfsburg,0,0,1
14910,32,2012-04-21,Hertha BSC,1-2,1. FC Kaiserslautern,1,2,2
14911,32,2012-04-21,1. FC Köln,1-1,VfB Stuttgart,1,1,1
14912,32,2012-04-21,1. FC Nürnberg,1-1,Hamburger SV,1,1,1
14913,32,2012-04-21,Werder Bremen,1-2,Bayern München,1,2,2
14914,32,2012-04-21,TSG 1899 Hoffenheim,0-1,Bayer 04 Leverkusen,0,1,2
14915,32,2012-04-21,Borussia Dortmund,2-0,Bor. Mönchengladbach,2,0,0
14916,32,2012-04-22,Hannover 96,0-0,SC Freiburg,0,0,1
14917,32,2012-04-22,FC Augsburg,1-1,FC Schalke 04,1,1,1
14918,33,2012-04-28,Hamburger SV,0-0,1. FSV Mainz 05,0,0,1
14919,33,2012-04-28,SC Freiburg,4-1,1. FC Köln,4,1,0
14920,33,2012-04-28,VfL Wolfsburg,3-1,Werder Bremen,3,1,0
14921,33,2012-04-28,Bayer 04 Leverkusen,1-0,Hannover 96,1,0,0
14922,33,2012-04-28,1. FC Kaiserslautern,2-5,Borussia Dortmund,2,5,2
14923,33,2012-04-28,FC Schalke 04,4-0,Hertha BSC,4,0,0
14924,33,2012-04-28,TSG 1899 Hoffenheim,2-3,1. FC Nürnberg,2,3,2
14925,33,2012-04-28,Bayern München,2-0,VfB Stuttgart,2,0,0
14926,33,2012-04-28,Bor. Mönchengladbach,0-0,FC Augsburg,0,0,1
14927,34,2012-05-05,1. FC Nürnberg,1-4,Bayer 04 Leverkusen,1,4,2
14928,34,2012-05-05,VfB Stuttgart,3-2,VfL Wolfsburg,3,2,0
14929,34,2012-05-05,Hannover 96,2-1,1. FC Kaiserslautern,2,1,0
14930,34,2012-05-05,1. FC Köln,1-4,Bayern München,1,4,2
14931,34,2012-05-05,Werder Bremen,2-3,FC Schalke 04,2,3,2
14932,34,2012-05-05,1. FSV Mainz 05,0-3,Bor. Mönchengladbach,0,3,2
14933,34,2012-05-05,Borussia Dortmund,4-0,SC Freiburg,4,0,0
14934,34,2012-05-05,FC Augsburg,1-0,Hamburger SV,1,0,0
14935,34,2012-05-05,Hertha BSC,3-1,TSG 1899 Hoffenheim,3,1,0
14936,1,2012-08-24,Borussia Dortmund,2-1,Werder Bremen,2,1,0
14937,1,2012-08-25,Hamburger SV,0-1,1. FC Nürnberg,0,1,2
14938,1,2012-08-25,SC Freiburg,1-1,1. FSV Mainz 05,1,1,1
14939,1,2012-08-25,Bor. Mönchengladbach,2-1,TSG 1899 Hoffenheim,2,1,0
14940,1,2012-08-25,VfB Stuttgart,0-1,VfL Wolfsburg,0,1,2
14941,1,2012-08-25,FC Augsburg,0-2,Fortuna Düsseldorf,0,2,2
14942,1,2012-08-25,SpVgg Greuther Fürth,0-3,Bayern München,0,3,2
14943,1,2012-08-25,Eintracht Frankfurt,2-1,Bayer 04 Leverkusen,2,1,0
14944,1,2012-08-26,Hannover 96,2-2,FC Schalke 04,2,2,1
14945,2,2012-08-31,1. FSV Mainz 05,0-1,SpVgg Greuther Fürth,0,1,2
14946,2,2012-09-01,Bayer 04 Leverkusen,2-0,SC Freiburg,2,0,0
14947,2,2012-09-01,TSG 1899 Hoffenheim,0-4,Eintracht Frankfurt,0,4,2
14948,2,2012-09-01,FC Schalke 04,3-1,FC Augsburg,3,1,0
14949,2,2012-09-01,Werder Bremen,2-0,Hamburger SV,2,0,0
14950,2,2012-09-01,1. FC Nürnberg,1-1,Borussia Dortmund,1,1,1
14951,2,2012-09-01,Fortuna Düsseldorf,0-0,Bor. Mönchengladbach,0,0,1
14952,2,2012-09-02,VfL Wolfsburg,0-4,Hannover 96,0,4,2
14953,2,2012-09-02,Bayern München,6-1,VfB Stuttgart,6,1,0
14954,3,2012-09-14,FC Augsburg,0-0,VfL Wolfsburg,0,0,1
14955,3,2012-09-15,Bayern München,3-1,1. FSV Mainz 05,3,1,0
14956,3,2012-09-15,Borussia Dortmund,3-0,Bayer 04 Leverkusen,3,0,0
14957,3,2012-09-15,SpVgg Greuther Fürth,0-2,FC Schalke 04,0,2,2
14958,3,2012-09-15,Bor. Mönchengladbach,2-3,1. FC Nürnberg,2,3,2
14959,3,2012-09-15,Hannover 96,3-2,Werder Bremen,3,2,0
14960,3,2012-09-15,VfB Stuttgart,0-0,Fortuna Düsseldorf,0,0,1
14961,3,2012-09-16,Eintracht Frankfurt,3-2,Hamburger SV,3,2,0
14962,3,2012-09-16,SC Freiburg,5-3,TSG 1899 Hoffenheim,5,3,0
14963,4,2012-09-21,1. FC Nürnberg,1-2,Eintracht Frankfurt,1,2,2
14964,4,2012-09-22,Fortuna Düsseldorf,0-0,SC Freiburg,0,0,1
14965,4,2012-09-22,Hamburger SV,3-2,Borussia Dortmund,3,2,0
14966,4,2012-09-22,VfL Wolfsburg,1-1,SpVgg Greuther Fürth,1,1,1
14967,4,2012-09-22,1. FSV Mainz 05,2-0,FC Augsburg,2,0,0
14968,4,2012-09-22,FC Schalke 04,0-2,Bayern München,0,2,2
14969,4,2012-09-23,TSG 1899 Hoffenheim,3-1,Hannover 96,3,1,0
14970,4,2012-09-23,Werder Bremen,2-2,VfB Stuttgart,2,2,1
14971,4,2012-09-23,Bayer 04 Leverkusen,1-1,Bor. Mönchengladbach,1,1,1
14972,5,2012-09-25,Eintracht Frankfurt,3-3,Borussia Dortmund,3,3,1
14973,5,2012-09-25,Bayern München,3-0,VfL Wolfsburg,3,0,0
14974,5,2012-09-25,SpVgg Greuther Fürth,0-2,Fortuna Düsseldorf,0,2,2
14975,5,2012-09-25,FC Schalke 04,3-0,1. FSV Mainz 05,3,0,0
14976,5,2012-09-26,Bor. Mönchengladbach,2-2,Hamburger SV,2,2,1
14977,5,2012-09-26,FC Augsburg,1-3,Bayer 04 Leverkusen,1,3,2
14978,5,2012-09-26,VfB Stuttgart,0-3,TSG 1899 Hoffenheim,0,3,2
14979,5,2012-09-26,SC Freiburg,1-2,Werder Bremen,1,2,2
14980,5,2012-09-26,Hannover 96,4-1,1. FC Nürnberg,4,1,0
14981,6,2012-09-28,Fortuna Düsseldorf,2-2,FC Schalke 04,2,2,1
14982,6,2012-09-29,Borussia Dortmund,5-0,Bor. Mönchengladbach,5,0,0
14983,6,2012-09-29,1. FC Nürnberg,0-2,VfB Stuttgart,0,2,2
14984,6,2012-09-29,Werder Bremen,0-2,Bayern München,0,2,2
14985,6,2012-09-29,Hamburger SV,1-0,Hannover 96,1,0,0
14986,6,2012-09-29,TSG 1899 Hoffenheim,0-0,FC Augsburg,0,0,1
14987,6,2012-09-29,Bayer 04 Leverkusen,2-0,SpVgg Greuther Fürth,2,0,0
14988,6,2012-09-30,VfL Wolfsburg,0-2,1. FSV Mainz 05,0,2,2
14989,6,2012-09-30,Eintracht Frankfurt,2-1,SC Freiburg,2,1,0
14990,7,2012-10-05,FC Augsburg,3-1,Werder Bremen,3,1,0
14991,7,2012-10-06,1. FSV Mainz 05,1-0,Fortuna Düsseldorf,1,0,0
14992,7,2012-10-06,SpVgg Greuther Fürth,0-1,Hamburger SV,0,1,2
14993,7,2012-10-06,FC Schalke 04,3-0,VfL Wolfsburg,3,0,0
14994,7,2012-10-06,Bayern München,2-0,TSG 1899 Hoffenheim,2,0,0
14995,7,2012-10-06,SC Freiburg,3-0,1. FC Nürnberg,3,0,0
14996,7,2012-10-07,Hannover 96,1-1,Borussia Dortmund,1,1,1
14997,7,2012-10-07,Bor. Mönchengladbach,2-0,Eintracht Frankfurt,2,0,0
14998,7,2012-10-07,VfB Stuttgart,2-2,Bayer 04 Leverkusen,2,2,1
14999,8,2012-10-19,TSG 1899 Hoffenheim,3-3,SpVgg Greuther Fürth,3,3,1
15000,8,2012-10-20,Eintracht Frankfurt,3-1,Hannover 96,3,1,0
15001,8,2012-10-20,Borussia Dortmund,1-2,FC Schalke 04,1,2,2
15002,8,2012-10-20,Werder Bremen,4-0,Bor. Mönchengladbach,4,0,0
15003,8,2012-10-20,Fortuna Düsseldorf,0-5,Bayern München,0,5,2
15004,8,2012-10-20,Bayer 04 Leverkusen,2-2,1. FSV Mainz 05,2,2,1
15005,8,2012-10-20,VfL Wolfsburg,0-2,SC Freiburg,0,2,2
15006,8,2012-10-21,Hamburger SV,0-1,VfB Stuttgart,0,1,2
15007,8,2012-10-21,1. FC Nürnberg,0-0,FC Augsburg,0,0,1
15008,9,2012-10-26,FC Augsburg,0-2,Hamburger SV,0,2,2
15009,9,2012-10-27,1. FSV Mainz 05,3-0,TSG 1899 Hoffenheim,3,0,0
15010,9,2012-10-27,Fortuna Düsseldorf,1-4,VfL Wolfsburg,1,4,2
15011,9,2012-10-27,FC Schalke 04,1-0,1. FC Nürnberg,1,0,0
15012,9,2012-10-27,SpVgg Greuther Fürth,1-1,Werder Bremen,1,1,1
15013,9,2012-10-27,SC Freiburg,0-2,Borussia Dortmund,0,2,2
15014,9,2012-10-28,Bayern München,1-2,Bayer 04 Leverkusen,1,2,2
15015,9,2012-10-28,Hannover 96,2-3,Bor. Mönchengladbach,2,3,2
15016,9,2012-10-28,VfB Stuttgart,2-1,Eintracht Frankfurt,2,1,0
15017,10,2012-11-02,Eintracht Frankfurt,1-1,SpVgg Greuther Fürth,1,1,1
15018,10,2012-11-03,Hamburger SV,0-3,Bayern München,0,3,2
15019,10,2012-11-03,Hannover 96,2-0,FC Augsburg,2,0,0
15020,10,2012-11-03,Borussia Dortmund,0-0,VfB Stuttgart,0,0,1
15021,10,2012-11-03,TSG 1899 Hoffenheim,3-2,FC Schalke 04,3,2,0
15022,10,2012-11-03,Bor. Mönchengladbach,1-1,SC Freiburg,1,1,1
15023,10,2012-11-03,1. FC Nürnberg,1-0,VfL Wolfsburg,1,0,0
15024,10,2012-11-04,Werder Bremen,2-1,1. FSV Mainz 05,2,1,0
