Unnamed: 0,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner,goal_difference,season_start_year,year,total_goals,home_recent_goals_scored_n3,home_recent_goals_conceded_n3,away_recent_goals_scored_n3,away_recent_goals_conceded_n3,home_recent_goals_scored_n5,home_recent_goals_conceded_n5,away_recent_goals_scored_n5,away_recent_goals_conceded_n5,home_recent_goals_scored_n10,home_recent_goals_conceded_n10,away_recent_goals_scored_n10,away_recent_goals_conceded_n10,previous_win,home_team_position,away_team_position,strength_difference,month
3229,34,1974-05-18,Hamburger SV,2-3,Rot-Weiss Essen,2,3,2,1,1973,1974,5,1.0,8.0,3.0,7.0,4.0,8.0,4.0,10.0,18.0,11.0,11.0,17.0,0,8.0,11.0,-3.0,5
3225,34,1974-05-18,MSV Duisburg,3-1,Werder Bremen,3,1,0,2,1973,1974,4,1.0,4.0,4.0,6.0,5.0,4.0,7.0,7.0,11.0,8.0,11.0,17.0,0,12.0,13.0,-1.0,5
3226,34,1974-05-18,VfL Bochum,2-1,Hertha BSC,2,1,0,1,1973,1974,3,5.0,1.0,6.0,9.0,10.0,6.0,7.0,13.0,20.0,17.0,12.0,23.0,0,14.0,9.0,5.0,5
3227,34,1974-05-18,Eintracht Frankfurt,2-1,Fortuna Düsseldorf,2,1,0,1,1973,1974,3,8.0,1.0,5.0,5.0,11.0,4.0,8.0,8.0,22.0,9.0,15.0,16.0,0,4.0,3.0,1.0,5
3228,34,1974-05-18,Bor. Mönchengladbach,5-0,Bayern München,5,0,0,5,1973,1974,5,14.0,3.0,10.0,1.0,17.0,5.0,12.0,3.0,32.0,11.0,22.0,10.0,0,1.0,2.0,-1.0,5
3230,34,1974-05-18,1. FC Köln,2-1,Hannover 96,2,1,0,1,1973,1974,3,11.0,5.0,5.0,6.0,12.0,8.0,7.0,13.0,28.0,13.0,11.0,24.0,0,5.0,18.0,-13.0,5
3231,34,1974-05-18,1. FC Kaiserslautern,4-0,FC Schalke 04,4,0,0,4,1973,1974,4,7.0,6.0,3.0,3.0,12.0,10.0,9.0,6.0,22.0,15.0,18.0,18.0,0,7.0,6.0,1.0,5
3232,34,1974-05-18,VfB Stuttgart,2-2,Wuppertaler SV,2,2,1,0,1973,1974,4,5.0,4.0,0.0,4.0,7.0,4.0,0.0,9.0,16.0,9.0,3.0,24.0,1,10.0,17.0,-7.0,5
3233,34,1974-05-18,Kickers Offenbach,4-0,Fortuna Köln,4,0,0,4,1973,1974,4,7.0,5.0,1.0,9.0,10.0,8.0,3.0,16.0,18.0,21.0,7.0,33.0,0,11.0,16.0,-5.0,5
3241,1,1974-08-24,Wuppertaler SV,1-4,MSV Duisburg,1,4,2,3,1974,1974,5,5.0,8.0,5.0,5.0,8.0,9.0,7.0,10.0,17.0,18.0,13.0,20.0,0,10.0,1.0,9.0,8
3240,1,1974-08-24,1. FC Köln,0-1,Rot-Weiss Essen,0,1,2,1,1974,1974,1,8.0,6.0,6.0,3.0,13.0,7.0,7.0,10.0,30.0,14.0,14.0,19.0,1,3.0,2.0,1.0,8
3242,1,1974-08-24,FC Schalke 04,2-1,1. FC Kaiserslautern,2,1,0,1,1974,1974,3,7.0,4.0,8.0,6.0,16.0,5.0,13.0,10.0,28.0,14.0,20.0,24.0,0,2.0,4.0,-2.0,8
3239,1,1974-08-24,Bor. Mönchengladbach,1-3,Hamburger SV,1,3,2,2,1974,1974,4,16.0,2.0,1.0,11.0,22.0,5.0,7.0,13.0,35.0,11.0,12.0,23.0,1,5.0,1.0,4.0,8
3238,1,1974-08-24,Kickers Offenbach,6-0,Bayern München,6,0,0,6,1974,1974,6,9.0,2.0,6.0,6.0,12.0,7.0,11.0,7.0,20.0,16.0,21.0,15.0,1,2.0,15.0,-13.0,8
3237,1,1974-08-24,Werder Bremen,0-3,Eintracht Frankfurt,0,3,2,3,1974,1974,3,10.0,5.0,2.0,5.0,12.0,7.0,4.0,8.0,18.0,14.0,10.0,18.0,0,7.0,3.0,4.0,8
3236,1,1974-08-24,Hertha BSC,3-3,Fortuna Düsseldorf,3,3,1,0,1974,1974,6,5.0,5.0,3.0,6.0,8.0,5.0,9.0,10.0,21.0,14.0,16.0,18.0,0,7.0,8.0,-1.0,8
3235,1,1974-08-24,Eintracht Braunschweig,5-0,Tennis Borussia Berlin,5,0,0,5,1974,1974,5,5.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,15.0,10.0,0.0,0.0,0,2.0,14.0,-12.0,8
3234,1,1974-08-24,VfB Stuttgart,1-0,VfL Bochum,1,0,0,1,1974,1974,1,3.0,6.0,4.0,8.0,9.0,6.0,4.0,10.0,16.0,10.0,9.0,22.0,0,5.0,17.0,-12.0,8
3243,2,1974-08-30,Hamburger SV,1-0,Kickers Offenbach,1,0,0,1,1974,1974,1,2.0,8.0,1.0,6.0,4.0,11.0,1.0,14.0,19.0,14.0,9.0,20.0,0,1.0,7.0,-6.0,8
3244,2,1974-08-30,1. FC Kaiserslautern,2-0,Eintracht Braunschweig,2,0,0,2,1974,1974,2,9.0,2.0,0.0,8.0,12.0,10.0,1.0,11.0,26.0,15.0,6.0,24.0,1,5.0,2.0,3.0,8
3245,2,1974-08-30,Fortuna Düsseldorf,4-0,VfB Stuttgart,4,0,0,4,1974,1974,4,2.0,2.0,1.0,5.0,5.0,3.0,1.0,10.0,20.0,6.0,13.0,26.0,0,2.0,7.0,-5.0,8
3251,2,1974-08-31,Tennis Borussia Berlin,4-0,Werder Bremen,4,0,0,4,1974,1974,4,0.0,0.0,3.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,11.0,20.0,1,6.0,14.0,-8.0,8
3250,2,1974-08-31,Rot-Weiss Essen,2-0,Wuppertaler SV,2,0,0,2,1974,1974,2,6.0,6.0,2.0,3.0,9.0,12.0,2.0,8.0,17.0,21.0,5.0,26.0,1,2.0,18.0,-16.0,8
3249,2,1974-08-31,Bayern München,2-1,Hertha BSC,2,1,0,1,1974,1974,3,6.0,1.0,6.0,8.0,15.0,3.0,7.0,14.0,36.0,10.0,12.0,24.0,1,6.0,13.0,-7.0,8
3247,2,1974-08-31,Eintracht Frankfurt,1-1,Bor. Mönchengladbach,1,1,1,0,1974,1974,2,4.0,2.0,5.0,4.0,11.0,3.0,8.0,4.0,22.0,9.0,23.0,18.0,1,3.0,14.0,-11.0,8
3246,2,1974-08-31,VfL Bochum,3-2,1. FC Köln,3,2,0,1,1974,1974,5,5.0,2.0,6.0,6.0,10.0,5.0,9.0,11.0,21.0,16.0,16.0,17.0,1,6.0,16.0,-10.0,8
3248,2,1974-08-31,MSV Duisburg,2-0,FC Schalke 04,2,0,0,2,1974,1974,2,4.0,1.0,2.0,7.0,8.0,5.0,4.0,8.0,13.0,8.0,17.0,20.0,0,3.0,11.0,-8.0,8
3252,3,1974-09-10,Bor. Mönchengladbach,3-1,Tennis Borussia Berlin,3,1,0,2,1974,1974,4,11.0,4.0,0.0,5.0,20.0,6.0,0.0,5.0,35.0,12.0,0.0,5.0,0,4.0,11.0,-7.0,9
3258,3,1974-09-11,1. FC Köln,2-2,Fortuna Düsseldorf,2,2,1,0,1974,1974,4,5.0,3.0,6.0,6.0,13.0,7.0,9.0,10.0,28.0,15.0,17.0,20.0,0,16.0,4.0,12.0,9
3260,3,1974-09-11,FC Schalke 04,3-0,Rot-Weiss Essen,3,0,0,3,1974,1974,3,5.0,3.0,7.0,2.0,12.0,5.0,7.0,9.0,28.0,13.0,13.0,18.0,0,4.0,2.0,2.0,9
3259,3,1974-09-11,VfB Stuttgart,1-2,Bayern München,1,2,2,1,1974,1974,3,3.0,5.0,5.0,11.0,8.0,6.0,10.0,12.0,15.0,10.0,19.0,19.0,0,11.0,3.0,8.0,9
3257,3,1974-09-11,Eintracht Braunschweig,4-1,MSV Duisburg,4,1,0,3,1974,1974,5,9.0,4.0,9.0,3.0,10.0,5.0,11.0,9.0,20.0,10.0,17.0,19.0,1,2.0,5.0,-3.0,9
3256,3,1974-09-11,Wuppertaler SV,1-1,VfL Bochum,1,1,1,0,1974,1974,2,4.0,11.0,2.0,7.0,7.0,13.0,4.0,11.0,16.0,22.0,7.0,21.0,1,17.0,10.0,7.0,9
3255,3,1974-09-11,Werder Bremen,3-1,1. FC Kaiserslautern,3,1,0,2,1974,1974,4,7.0,8.0,8.0,7.0,11.0,9.0,12.0,10.0,17.0,15.0,20.0,23.0,0,11.0,14.0,-3.0,9
3254,3,1974-09-11,Eintracht Frankfurt,1-3,Hamburger SV,1,3,2,2,1974,1974,4,4.0,3.0,4.0,10.0,11.0,3.0,8.0,13.0,22.0,9.0,15.0,22.0,0,9.0,1.0,8.0,9
3253,3,1974-09-11,Hertha BSC,4-1,Kickers Offenbach,4,1,0,3,1974,1974,5,6.0,7.0,1.0,7.0,8.0,8.0,1.0,11.0,21.0,16.0,8.0,19.0,0,8.0,13.0,-5.0,9
3261,4,1974-09-14,Kickers Offenbach,3-1,VfB Stuttgart,3,1,0,2,1974,1974,4,13.0,0.0,0.0,6.0,17.0,5.0,1.0,10.0,24.0,13.0,10.0,27.0,1,6.0,14.0,-8.0,9
3262,4,1974-09-14,1. FC Kaiserslautern,1-3,Bor. Mönchengladbach,1,3,2,2,1974,1974,4,9.0,1.0,2.0,3.0,13.0,6.0,7.0,5.0,24.0,15.0,21.0,17.0,0,15.0,2.0,13.0,9
3263,4,1974-09-14,MSV Duisburg,4-0,Werder Bremen,4,0,0,4,1974,1974,4,5.0,1.0,2.0,8.0,6.0,5.0,5.0,13.0,13.0,8.0,11.0,22.0,1,2.0,13.0,-11.0,9
3264,4,1974-09-14,Fortuna Düsseldorf,2-0,Wuppertaler SV,2,0,0,2,1974,1974,2,6.0,1.0,2.0,4.0,8.0,2.0,2.0,8.0,22.0,6.0,5.0,24.0,0,3.0,18.0,-15.0,9
3265,4,1974-09-14,Tennis Borussia Berlin,1-4,Eintracht Frankfurt,1,4,2,3,1974,1974,5,4.0,0.0,4.0,3.0,4.0,0.0,7.0,8.0,4.0,0.0,11.0,17.0,1,16.0,5.0,11.0,9
3266,4,1974-09-14,Bayern München,6-3,1. FC Köln,6,3,0,3,1974,1974,9,7.0,1.0,7.0,8.0,12.0,3.0,9.0,13.0,34.0,10.0,16.0,18.0,0,2.0,17.0,-15.0,9
3267,4,1974-09-14,Rot-Weiss Essen,1-2,Eintracht Braunschweig,1,2,2,1,1974,1974,3,7.0,5.0,0.0,6.0,9.0,7.0,0.0,11.0,16.0,18.0,5.0,24.0,1,9.0,2.0,7.0,9
3268,4,1974-09-14,Hamburger SV,1-1,Hertha BSC,1,1,1,0,1974,1974,2,3.0,8.0,3.0,7.0,4.0,11.0,8.0,13.0,16.0,14.0,13.0,24.0,0,1.0,11.0,-10.0,9
3269,4,1974-09-14,VfL Bochum,2-1,FC Schalke 04,2,1,0,1,1974,1974,3,7.0,3.0,1.0,9.0,10.0,4.0,3.0,9.0,20.0,17.0,17.0,20.0,0,8.0,11.0,-3.0,9
3277,5,1974-09-21,1. FC Köln,0-1,Kickers Offenbach,0,1,2,1,1974,1974,1,4.0,4.0,1.0,6.0,10.0,9.0,2.0,11.0,26.0,15.0,7.0,22.0,0,17.0,2.0,15.0,9
3276,5,1974-09-21,FC Schalke 04,3-0,Fortuna Düsseldorf,3,0,0,3,1974,1974,3,5.0,2.0,6.0,7.0,12.0,5.0,8.0,11.0,28.0,10.0,17.0,18.0,0,6.0,7.0,-1.0,9
3275,5,1974-09-21,Eintracht Braunschweig,2-0,VfL Bochum,2,0,0,2,1974,1974,2,10.0,3.0,3.0,4.0,14.0,6.0,5.0,10.0,22.0,9.0,6.0,18.0,0,1.0,10.0,-9.0,9
3278,5,1974-09-21,Eintracht Frankfurt,5-1,1. FC Kaiserslautern,5,1,0,4,1974,1974,6,4.0,5.0,6.0,7.0,6.0,6.0,10.0,11.0,21.0,11.0,18.0,23.0,1,3.0,15.0,-12.0,9
3273,5,1974-09-21,Bor. Mönchengladbach,4-1,MSV Duisburg,4,1,0,3,1974,1974,5,9.0,4.0,6.0,5.0,20.0,6.0,10.0,10.0,36.0,11.0,16.0,22.0,0,4.0,6.0,-2.0,9
3272,5,1974-09-21,VfB Stuttgart,1-2,Hertha BSC,1,2,2,1,1974,1974,3,4.0,4.0,3.0,5.0,5.0,8.0,8.0,11.0,14.0,10.0,13.0,24.0,1,14.0,9.0,5.0,9
3270,5,1974-09-21,Wuppertaler SV,3-1,Bayern München,3,1,0,2,1974,1974,4,4.0,9.0,2.0,12.0,7.0,13.0,8.0,13.0,14.0,19.0,19.0,16.0,1,13.0,5.0,8.0,9
3274,5,1974-09-21,Werder Bremen,0-0,Rot-Weiss Essen,0,0,1,0,1974,1974,0,7.0,6.0,4.0,5.0,13.0,9.0,7.0,6.0,19.0,14.0,11.0,19.0,1,13.0,11.0,2.0,9
3271,5,1974-09-21,Tennis Borussia Berlin,0-3,Hamburger SV,0,3,2,3,1974,1974,3,5.0,4.0,6.0,5.0,5.0,4.0,7.0,13.0,5.0,4.0,17.0,22.0,0,17.0,1.0,16.0,9
3279,6,1974-09-27,Kickers Offenbach,3-1,Wuppertaler SV,3,1,0,2,1974,1974,4,13.0,1.0,2.0,6.0,18.0,3.0,2.0,7.0,25.0,12.0,4.0,24.0,0,3.0,14.0,-11.0,9
3280,6,1974-09-27,1. FC Kaiserslautern,4-0,Tennis Borussia Berlin,4,0,0,4,1974,1974,4,7.0,3.0,1.0,8.0,12.0,5.0,1.0,8.0,23.0,17.0,1.0,8.0,1,13.0,17.0,-4.0,9
3281,6,1974-09-28,Hertha BSC,1-1,1. FC Köln,1,1,1,0,1974,1974,2,8.0,4.0,7.0,13.0,12.0,9.0,11.0,15.0,21.0,15.0,19.0,23.0,1,8.0,18.0,-10.0,9
3282,6,1974-09-28,Rot-Weiss Essen,1-3,Bor. Mönchengladbach,1,3,2,2,1974,1974,4,5.0,4.0,4.0,3.0,9.0,8.0,9.0,6.0,16.0,19.0,21.0,14.0,0,11.0,2.0,9.0,9
3283,6,1974-09-28,Fortuna Düsseldorf,2-2,Eintracht Braunschweig,2,2,1,0,1974,1974,4,7.0,0.0,2.0,6.0,8.0,2.0,2.0,11.0,23.0,6.0,7.0,23.0,1,7.0,2.0,5.0,9
3284,6,1974-09-28,VfL Bochum,3-1,Werder Bremen,3,1,0,2,1974,1974,4,7.0,4.0,1.0,11.0,10.0,5.0,3.0,13.0,20.0,13.0,9.0,24.0,1,5.0,14.0,-9.0,9
3285,6,1974-09-28,Hamburger SV,1-0,VfB Stuttgart,1,0,0,1,1974,1974,1,4.0,4.0,1.0,8.0,4.0,9.0,2.0,12.0,15.0,14.0,7.0,27.0,1,1.0,16.0,-15.0,9
3286,6,1974-09-28,Bayern München,0-2,FC Schalke 04,0,2,2,2,1974,1974,2,9.0,4.0,1.0,8.0,14.0,5.0,3.0,11.0,36.0,10.0,13.0,20.0,1,9.0,4.0,5.0,9
3287,6,1974-09-28,MSV Duisburg,1-3,Eintracht Frankfurt,1,3,2,2,1974,1974,4,9.0,1.0,7.0,1.0,10.0,1.0,9.0,6.0,16.0,7.0,15.0,17.0,1,10.0,3.0,7.0,9
3288,7,1974-10-04,Werder Bremen,0-0,Fortuna Düsseldorf,0,0,1,0,1974,1974,0,3.0,4.0,5.0,8.0,10.0,9.0,8.0,11.0,16.0,13.0,16.0,21.0,0,14.0,7.0,7.0,10
3293,7,1974-10-05,Wuppertaler SV,0-0,Hertha BSC,0,0,1,0,1974,1974,0,5.0,6.0,4.0,4.0,8.0,13.0,6.0,9.0,15.0,20.0,14.0,22.0,1,15.0,9.0,6.0,10
3296,7,1974-10-05,Eintracht Frankfurt,9-1,Rot-Weiss Essen,9,1,0,8,1974,1974,10,7.0,5.0,1.0,3.0,10.0,7.0,7.0,5.0,23.0,11.0,8.0,18.0,1,2.0,12.0,-10.0,10
3295,7,1974-10-05,1. FC Kaiserslautern,1-0,Hamburger SV,1,0,0,1,1974,1974,1,7.0,3.0,9.0,2.0,14.0,4.0,10.0,11.0,26.0,15.0,19.0,20.0,1,12.0,1.0,11.0,10
3294,7,1974-10-05,1. FC Köln,4-2,VfB Stuttgart,4,2,0,2,1974,1974,6,2.0,4.0,1.0,8.0,7.0,6.0,1.0,10.0,21.0,15.0,4.0,26.0,0,14.0,18.0,-4.0,10
3292,7,1974-10-05,Bor. Mönchengladbach,3-0,VfL Bochum,3,0,0,3,1974,1974,3,8.0,5.0,1.0,4.0,18.0,6.0,3.0,10.0,33.0,11.0,6.0,18.0,0,2.0,8.0,-6.0,10
3291,7,1974-10-05,FC Schalke 04,2-0,Kickers Offenbach,2,0,0,2,1974,1974,2,8.0,1.0,2.0,5.0,11.0,3.0,3.0,11.0,29.0,7.0,7.0,21.0,0,4.0,6.0,-2.0,10
3290,7,1974-10-05,Eintracht Braunschweig,3-1,Bayern München,3,1,0,2,1974,1974,4,11.0,1.0,3.0,10.0,15.0,5.0,8.0,15.0,21.0,8.0,19.0,19.0,1,3.0,10.0,-7.0,10
3289,7,1974-10-05,Tennis Borussia Berlin,2-3,MSV Duisburg,2,3,2,1,1974,1974,5,5.0,7.0,6.0,9.0,5.0,7.0,11.0,11.0,5.0,7.0,15.0,24.0,1,18.0,6.0,12.0,10
3297,8,1974-10-09,Bayern München,2-0,Werder Bremen,2,0,0,2,1974,1974,2,8.0,6.0,1.0,11.0,13.0,6.0,3.0,15.0,31.0,11.0,10.0,24.0,1,6.0,15.0,-9.0,10
3298,8,1974-10-09,VfL Bochum,3-1,Eintracht Frankfurt,3,1,0,2,1974,1974,4,8.0,4.0,10.0,2.0,12.0,5.0,11.0,5.0,20.0,13.0,17.0,17.0,1,6.0,4.0,2.0,10
3299,8,1974-10-09,Hertha BSC,1-0,FC Schalke 04,1,0,0,1,1974,1974,1,8.0,5.0,3.0,4.0,11.0,9.0,4.0,11.0,20.0,15.0,13.0,19.0,0,7.0,5.0,2.0,10
3300,8,1974-10-09,Rot-Weiss Essen,3-2,Tennis Borussia Berlin,3,2,0,1,1974,1974,5,4.0,5.0,1.0,12.0,9.0,10.0,1.0,12.0,16.0,20.0,1.0,12.0,1,12.0,17.0,-5.0,10
3301,8,1974-10-09,MSV Duisburg,3-2,1. FC Kaiserslautern,3,2,0,1,1974,1974,5,7.0,3.0,3.0,10.0,10.0,4.0,10.0,15.0,17.0,9.0,18.0,25.0,0,5.0,13.0,-8.0,10
3302,8,1974-10-09,Hamburger SV,3-1,1. FC Köln,3,1,0,2,1974,1974,4,3.0,1.0,6.0,10.0,5.0,9.0,11.0,15.0,13.0,14.0,19.0,22.0,1,1.0,15.0,-14.0,10
3303,8,1974-10-09,Kickers Offenbach,2-1,Eintracht Braunschweig,2,1,0,1,1974,1974,3,12.0,2.0,4.0,5.0,19.0,2.0,4.0,9.0,27.0,12.0,7.0,23.0,1,6.0,2.0,4.0,10
3304,8,1974-10-09,Fortuna Düsseldorf,3-2,Bor. Mönchengladbach,3,2,0,1,1974,1974,5,8.0,2.0,7.0,3.0,10.0,3.0,8.0,5.0,21.0,6.0,19.0,12.0,0,9.0,4.0,5.0,10
3305,8,1974-10-09,VfB Stuttgart,5-1,Wuppertaler SV,5,1,0,4,1974,1974,6,3.0,4.0,1.0,7.0,5.0,9.0,3.0,9.0,12.0,11.0,4.0,20.0,0,14.0,17.0,-3.0,10
3313,9,1974-10-12,Bor. Mönchengladbach,1-2,Bayern München,1,2,2,1,1974,1974,3,10.0,2.0,4.0,7.0,16.0,5.0,4.0,18.0,33.0,10.0,16.0,21.0,0,4.0,5.0,-1.0,10
3312,9,1974-10-12,Wuppertaler SV,1-4,1. FC Köln,1,4,2,3,1974,1974,5,4.0,2.0,5.0,10.0,7.0,10.0,9.0,17.0,14.0,19.0,18.0,24.0,1,17.0,14.0,3.0,10
3311,9,1974-10-12,Eintracht Frankfurt,4-0,Fortuna Düsseldorf,4,0,0,4,1974,1974,4,15.0,5.0,2.0,5.0,18.0,7.0,6.0,10.0,29.0,11.0,14.0,18.0,0,2.0,10.0,-8.0,10
3314,9,1974-10-12,MSV Duisburg,2-0,Hamburger SV,2,0,0,2,1974,1974,2,8.0,5.0,6.0,2.0,13.0,6.0,9.0,6.0,18.0,10.0,18.0,18.0,1,3.0,1.0,2.0,10
3309,9,1974-10-12,Werder Bremen,3-6,Kickers Offenbach,3,6,2,3,1974,1974,9,3.0,1.0,2.0,6.0,7.0,6.0,2.0,8.0,15.0,13.0,5.0,23.0,0,16.0,3.0,13.0,10
3308,9,1974-10-12,1. FC Kaiserslautern,2-0,Rot-Weiss Essen,2,0,0,2,1974,1974,2,6.0,3.0,1.0,12.0,12.0,3.0,5.0,14.0,24.0,13.0,9.0,24.0,0,12.0,13.0,-1.0,10
3306,9,1974-10-12,FC Schalke 04,2-0,VfB Stuttgart,2,0,0,2,1974,1974,2,8.0,0.0,3.0,8.0,10.0,2.0,3.0,13.0,28.0,6.0,6.0,27.0,0,5.0,15.0,-10.0,10
3310,9,1974-10-12,Tennis Borussia Berlin,2-0,VfL Bochum,2,0,0,2,1974,1974,2,3.0,10.0,1.0,6.0,7.0,10.0,3.0,9.0,7.0,10.0,6.0,20.0,1,16.0,11.0,5.0,10
3307,9,1974-10-12,Eintracht Braunschweig,2-1,Hertha BSC,2,1,0,1,1974,1974,3,9.0,2.0,3.0,2.0,15.0,4.0,5.0,6.0,22.0,9.0,12.0,19.0,1,3.0,9.0,-6.0,10
3315,10,1974-10-18,Kickers Offenbach,4-3,Bor. Mönchengladbach,4,3,0,1,1974,1974,7,8.0,3.0,8.0,5.0,18.0,3.0,9.0,7.0,28.0,11.0,17.0,12.0,0,1.0,7.0,-6.0,10
3316,10,1974-10-19,Hamburger SV,4-1,Wuppertaler SV,4,1,0,3,1974,1974,5,5.0,2.0,2.0,10.0,8.0,5.0,4.0,14.0,12.0,13.0,4.0,23.0,1,1.0,18.0,-17.0,10
3317,10,1974-10-19,Rot-Weiss Essen,3-0,MSV Duisburg,3,0,0,3,1974,1974,3,5.0,7.0,5.0,10.0,9.0,9.0,10.0,11.0,19.0,21.0,17.0,21.0,1,11.0,5.0,6.0,10
3318,10,1974-10-19,1. FC Köln,4-2,FC Schalke 04,4,2,0,2,1974,1974,6,6.0,5.0,3.0,3.0,8.0,7.0,3.0,9.0,20.0,15.0,12.0,15.0,0,14.0,6.0,8.0,10
3320,10,1974-10-19,Hertha BSC,2-0,Werder Bremen,2,0,0,2,1974,1974,2,6.0,2.0,1.0,9.0,10.0,5.0,2.0,16.0,18.0,11.0,9.0,23.0,1,7.0,17.0,-10.0,10
3321,10,1974-10-19,Fortuna Düsseldorf,3-2,Tennis Borussia Berlin,3,2,0,1,1974,1974,5,7.0,4.0,3.0,10.0,12.0,4.0,3.0,15.0,19.0,7.0,3.0,15.0,0,9.0,16.0,-7.0,10
3322,10,1974-10-19,VfL Bochum,4-0,1. FC Kaiserslautern,4,0,0,4,1974,1974,4,8.0,3.0,4.0,11.0,13.0,6.0,9.0,15.0,23.0,12.0,19.0,25.0,1,10.0,13.0,-3.0,10
3323,10,1974-10-19,Bayern München,2-1,Eintracht Frankfurt,2,1,0,1,1974,1974,3,8.0,5.0,8.0,5.0,11.0,6.0,11.0,5.0,30.0,10.0,17.0,17.0,0,5.0,4.0,1.0,10
3319,10,1974-10-19,VfB Stuttgart,0-0,Eintracht Braunschweig,0,0,1,0,1974,1974,0,7.0,5.0,5.0,5.0,10.0,7.0,5.0,10.0,17.0,11.0,8.0,22.0,0,15.0,3.0,12.0,10
3324,11,1974-10-31,1. FC Kaiserslautern,1-0,Fortuna Düsseldorf,1,0,0,1,1974,1974,1,7.0,0.0,0.0,7.0,10.0,3.0,5.0,12.0,22.0,13.0,14.0,22.0,0,12.0,9.0,3.0,10
3331,11,1974-11-02,Eintracht Frankfurt,0-0,Kickers Offenbach,0,0,1,0,1974,1974,0,18.0,2.0,7.0,5.0,20.0,6.0,8.0,10.0,31.0,9.0,9.0,24.0,0,4.0,2.0,2.0,11
3329,11,1974-11-02,FC Schalke 04,1-0,Wuppertaler SV,1,0,0,1,1974,1974,1,7.0,0.0,3.0,12.0,12.0,1.0,3.0,16.0,28.0,6.0,5.0,24.0,0,3.0,18.0,-15.0,11
3330,11,1974-11-02,Rot-Weiss Essen,0-0,Hamburger SV,0,0,1,0,1974,1974,0,7.0,5.0,3.0,3.0,10.0,7.0,9.0,5.0,19.0,19.0,16.0,18.0,1,13.0,1.0,12.0,11
3327,11,1974-11-02,Bor. Mönchengladbach,1-1,Hertha BSC,1,1,1,0,1974,1974,2,8.0,3.0,3.0,3.0,12.0,7.0,5.0,6.0,34.0,12.0,12.0,20.0,1,9.0,8.0,1.0,11
3326,11,1974-11-02,Eintracht Braunschweig,1-4,1. FC Köln,1,4,2,3,1974,1974,5,7.0,2.0,6.0,5.0,16.0,3.0,11.0,14.0,22.0,9.0,20.0,25.0,0,4.0,13.0,-9.0,11
3325,11,1974-11-02,MSV Duisburg,3-1,VfL Bochum,3,1,0,2,1974,1974,4,6.0,5.0,0.0,7.0,12.0,5.0,1.0,9.0,20.0,10.0,5.0,19.0,0,3.0,11.0,-8.0,11
3328,11,1974-11-02,Tennis Borussia Berlin,2-2,Bayern München,2,2,1,0,1974,1974,4,4.0,6.0,4.0,7.0,9.0,10.0,6.0,14.0,9.0,10.0,17.0,21.0,1,16.0,7.0,9.0,11
3359,11,1974-11-26,Werder Bremen,5-2,VfB Stuttgart,5,2,0,3,1974,1974,7,5.0,7.0,7.0,11.0,8.0,8.0,8.0,15.0,19.0,17.0,9.0,25.0,0,15.0,16.0,-1.0,11
3332,12,1974-11-08,Kickers Offenbach,3-2,Tennis Borussia Berlin,3,2,0,1,1974,1974,5,9.0,5.0,4.0,10.0,18.0,6.0,5.0,18.0,30.0,13.0,5.0,18.0,0,1.0,17.0,-16.0,11
3333,12,1974-11-09,1. FC Köln,3-1,Werder Bremen,3,1,0,2,1974,1974,4,8.0,5.0,1.0,7.0,10.0,8.0,1.0,15.0,23.0,15.0,6.0,24.0,0,10.0,15.0,-5.0,11
3334,12,1974-11-09,VfL Bochum,2-2,Rot-Weiss Essen,2,2,1,0,1974,1974,4,10.0,2.0,1.0,11.0,15.0,5.0,2.0,14.0,25.0,10.0,9.0,24.0,1,11.0,14.0,-3.0,11
3335,12,1974-11-09,Hertha BSC,2-1,Eintracht Frankfurt,2,1,0,1,1974,1974,3,4.0,1.0,5.0,6.0,11.0,5.0,12.0,7.0,19.0,10.0,16.0,15.0,0,5.0,7.0,-2.0,11
3336,12,1974-11-09,Hamburger SV,1-1,FC Schalke 04,1,1,1,0,1974,1974,2,8.0,2.0,4.0,5.0,10.0,3.0,5.0,9.0,14.0,14.0,9.0,17.0,0,2.0,3.0,-1.0,11
3337,12,1974-11-09,VfB Stuttgart,1-2,Bor. Mönchengladbach,1,2,2,1,1974,1974,3,6.0,3.0,8.0,8.0,8.0,5.0,12.0,10.0,17.0,11.0,20.0,14.0,0,16.0,5.0,11.0,11
3338,12,1974-11-09,Fortuna Düsseldorf,1-1,MSV Duisburg,1,1,1,0,1974,1974,2,8.0,6.0,4.0,9.0,14.0,6.0,9.0,14.0,19.0,9.0,16.0,24.0,1,11.0,3.0,8.0,11
3339,12,1974-11-09,Wuppertaler SV,0-1,Eintracht Braunschweig,0,1,2,1,1974,1974,1,4.0,5.0,3.0,4.0,6.0,10.0,5.0,7.0,14.0,19.0,6.0,18.0,1,18.0,3.0,15.0,11
3340,12,1974-11-09,Bayern München,2-5,1. FC Kaiserslautern,2,5,2,3,1974,1974,7,4.0,3.0,3.0,12.0,12.0,7.0,5.0,17.0,27.0,10.0,18.0,27.0,0,9.0,10.0,-1.0,11
